question_id,question,option_a,option_b,option_c,option_d,correct_answer,explanation,subject,chapter,difficulty
CB7-02149,What is 18 + 30?,50,48,47,49,B,18 + 30 = 48,Science,Heat,Medium
CB7-02150,What is 7 + 12?,20,18,21,19,D,7 + 12 = 19,Science,Soil,Medium
CB7-02151,What is 21 + 4?,25,27,24,26,A,21 + 4 = 25,Maths,Integers,Easy
CB7-02152,What is 47 + 9?,57,55,58,56,D,47 + 9 = 56,SST,Media,Medium
CB7-02153,What is 5 + 15?,19,21,22,20,D,5 + 15 = 20,SST,Markets,Medium
CB7-02154,What is 15 + 43?,58,60,57,59,A,15 + 43 = 58,SST,Equality,Easy
CB7-02155,What is 25 + 8?,32,34,33,35,C,25 + 8 = 33,Science,Fibre to Fabric,Medium
CB7-02156,What is 26 + 50?,76,77,75,78,A,26 + 50 = 76,Science,Reproduction in Plants,Medium
CB7-02157,What is 8 + 49?,56,58,59,57,D,8 + 49 = 57,English,Comprehension,Hard
CB7-02158,What is 38 + 21?,59,61,60,58,A,38 + 21 = 59,Maths,Lines and Angles,Medium
CB7-02159,What is 21 + 20?,43,41,42,40,B,21 + 20 = 41,Maths,Fractions and Decimals,Hard
CB7-02160,What is 2 + 15?,17,19,18,16,A,2 + 15 = 17,Maths,Triangle and Properties,Hard
CB7-02161,What is 3 + 28?,33,30,31,32,C,3 + 28 = 31,Maths,Perimeter and Area,Easy
CB7-02162,What is 25 + 42?,68,66,67,69,C,25 + 42 = 67,English,Comprehension,Medium
CB7-02163,What is 5 + 18?,23,25,22,24,A,5 + 18 = 23,SST,Environment,Hard
CB7-02164,What is 31 + 7?,39,38,37,40,B,31 + 7 = 38,Maths,Lines and Angles,Hard
CB7-02165,What is 1 + 45?,45,48,46,47,C,1 + 45 = 46,SST,Media,Hard
CB7-02166,What is 16 + 32?,50,48,49,47,B,16 + 32 = 48,English,Comprehension,Medium
CB7-02167,What is 1 + 49?,52,49,50,51,C,1 + 49 = 50,English,Fill in the Blanks,Easy
CB7-02168,What is 21 + 36?,58,56,59,57,D,21 + 36 = 57,Maths,Comparing Quantities,Hard
CB7-02169,What is 23 + 44?,68,67,69,66,B,23 + 44 = 67,Maths,Algebra,Hard
CB7-02170,What is 7 + 17?,25,23,26,24,D,7 + 17 = 24,Science,Respiration,Medium
CB7-02171,What is 44 + 23?,69,67,68,66,B,44 + 23 = 67,Maths,Perimeter and Area,Medium
CB7-02172,What is 35 + 21?,55,57,58,56,D,35 + 21 = 56,Science,Respiration,Hard
CB7-02173,What is 24 + 47?,71,70,73,72,A,24 + 47 = 71,English,Grammar,Hard
CB7-02174,What is 24 + 42?,67,66,65,68,B,24 + 42 = 66,Science,Motion and Time,Medium
CB7-02175,What is 45 + 15?,62,59,60,61,C,45 + 15 = 60,English,Vocabulary,Hard
CB7-02176,What is 2 + 7?,10,11,8,9,D,2 + 7 = 9,Maths,Lines and Angles,Hard
CB7-02177,What is 43 + 49?,92,94,91,93,A,43 + 49 = 92,SST,Equality,Hard
CB7-02178,What is 3 + 39?,42,43,44,41,A,3 + 39 = 42,English,Tenses,Hard
CB7-02179,What is 32 + 11?,42,43,44,45,B,32 + 11 = 43,English,Parts of Speech,Easy
CB7-02180,What is 30 + 22?,52,54,53,51,A,30 + 22 = 52,Maths,Perimeter and Area,Easy
CB7-02181,What is 3 + 7?,11,10,12,9,B,3 + 7 = 10,SST,Markets,Hard
CB7-02182,What is 49 + 32?,83,80,81,82,C,49 + 32 = 81,Maths,Integers,Medium
CB7-02183,What is 44 + 25?,68,71,70,69,D,44 + 25 = 69,Science,Electric Current,Hard
CB7-02184,What is 13 + 25?,37,40,38,39,C,13 + 25 = 38,Maths,Integers,Easy
CB7-02185,What is 36 + 21?,57,58,56,59,A,36 + 21 = 57,Science,Heat,Medium
CB7-02186,What is 45 + 21?,67,65,66,68,C,45 + 21 = 66,Maths,Simple Equations,Medium
CB7-02187,What is 12 + 14?,28,26,25,27,B,12 + 14 = 26,Maths,Lines and Angles,Hard
CB7-02188,What is 39 + 42?,81,83,80,82,A,39 + 42 = 81,English,Sentence Correction,Easy
CB7-02189,What is 29 + 49?,78,77,79,80,A,29 + 49 = 78,Science,Weather Climate,Easy
CB7-02190,What is 12 + 39?,51,53,50,52,A,12 + 39 = 51,Maths,Integers,Hard
CB7-02191,What is 22 + 39?,63,60,62,61,D,22 + 39 = 61,Science,Physical and Chemical Changes,Medium
CB7-02192,What is 14 + 38?,53,51,54,52,D,14 + 38 = 52,Maths,Rational Numbers,Hard
CB7-02193,What is 26 + 17?,44,42,43,45,C,26 + 17 = 43,English,Comprehension,Easy
CB7-02194,What is 36 + 43?,79,81,78,80,A,36 + 43 = 79,Maths,Algebra,Hard
CB7-02195,What is 32 + 22?,56,53,55,54,D,32 + 22 = 54,SST,Inside our Earth,Hard
CB7-02196,What is 10 + 25?,37,34,36,35,D,10 + 25 = 35,Science,Physical and Chemical Changes,Easy
CB7-02197,What is 48 + 42?,90,92,89,91,A,48 + 42 = 90,Maths,Rational Numbers,Easy
CB7-02198,What is 2 + 36?,39,37,40,38,D,2 + 36 = 38,SST,Markets,Easy
CB7-02199,What is 26 + 8?,35,34,36,33,B,26 + 8 = 34,Science,Reproduction in Plants,Hard
CB7-02200,What is 1 + 46?,49,46,48,47,D,1 + 46 = 47,Science,Acids Bases and Salts,Easy
CB7-02201,What is 20 + 39?,59,60,58,61,A,20 + 39 = 59,Maths,Data Handling,Easy
CB7-02202,What is 25 + 22?,46,49,47,48,C,25 + 22 = 47,SST,Inside our Earth,Hard
CB7-02203,What is 22 + 48?,69,70,71,72,B,22 + 48 = 70,Maths,Rational Numbers,Hard
CB7-02204,What is 39 + 44?,83,84,82,85,A,39 + 44 = 83,English,Tenses,Medium
CB7-02205,What is 43 + 13?,58,56,55,57,B,43 + 13 = 56,Maths,Rational Numbers,Hard
CB7-02206,What is 4 + 50?,55,53,54,56,C,4 + 50 = 54,English,Synonyms Antonyms,Easy
CB7-02207,What is 24 + 40?,65,66,64,63,C,24 + 40 = 64,Science,Electric Current,Hard
CB7-02208,What is 39 + 5?,45,43,46,44,D,39 + 5 = 44,Maths,Algebra,Easy
CB7-02209,What is 14 + 29?,44,45,43,42,C,14 + 29 = 43,English,Synonyms Antonyms,Easy
CB7-02210,What is 49 + 40?,90,91,88,89,D,49 + 40 = 89,Maths,Fractions and Decimals,Medium
CB7-02211,What is 8 + 29?,36,38,37,39,C,8 + 29 = 37,Science,Nutrition in Plants,Easy
CB7-02212,What is 49 + 23?,71,73,74,72,D,49 + 23 = 72,English,Synonyms Antonyms,Hard
CB7-02213,What is 44 + 37?,82,80,81,83,C,44 + 37 = 81,English,Synonyms Antonyms,Hard
CB7-02214,What is 34 + 5?,41,39,40,38,B,34 + 5 = 39,Science,Reproduction in Plants,Hard
CB7-02215,What is 26 + 11?,37,39,36,38,A,26 + 11 = 37,SST,Government,Hard
CB7-02216,What is 33 + 9?,43,42,44,41,B,33 + 9 = 42,Science,Light,Easy
CB7-02217,What is 18 + 26?,46,44,43,45,B,18 + 26 = 44,English,Vocabulary,Medium
CB7-02218,What is 48 + 13?,63,62,61,60,C,48 + 13 = 61,Science,Nutrition in Animals,Easy
CB7-02219,What is 9 + 23?,34,31,33,32,D,9 + 23 = 32,English,Grammar,Hard
CB7-02220,What is 46 + 9?,55,56,54,57,A,46 + 9 = 55,Science,Transportation in Plants and Animals,Easy
CB7-02221,What is 9 + 23?,32,34,33,31,A,9 + 23 = 32,Maths,Fractions and Decimals,Easy
CB7-02222,What is 2 + 16?,19,17,20,18,D,2 + 16 = 18,Science,Respiration,Hard
CB7-02223,What is 38 + 25?,62,65,64,63,D,38 + 25 = 63,Maths,Algebra,Medium
CB7-02224,What is 30 + 23?,53,54,55,52,A,30 + 23 = 53,Maths,Perimeter and Area,Medium
CB7-02225,What is 17 + 10?,26,29,27,28,C,17 + 10 = 27,English,Synonyms Antonyms,Easy
CB7-02226,What is 23 + 6?,30,29,31,28,B,23 + 6 = 29,English,Parts of Speech,Hard
CB7-02227,What is 39 + 14?,53,54,52,55,A,39 + 14 = 53,English,Tenses,Hard
CB7-02228,What is 19 + 16?,36,34,35,37,C,19 + 16 = 35,Science,Heat,Hard
CB7-02229,What is 20 + 20?,40,42,41,39,A,20 + 20 = 40,Science,Light,Hard
CB7-02230,What is 47 + 1?,48,50,49,47,A,47 + 1 = 48,English,Grammar,Hard
CB7-02231,What is 6 + 4?,10,9,11,12,A,6 + 4 = 10,SST,Inside our Earth,Easy
CB7-02232,What is 23 + 44?,69,68,67,66,C,23 + 44 = 67,Science,Fibre to Fabric,Hard
CB7-02233,What is 4 + 12?,18,16,17,15,B,4 + 12 = 16,English,Grammar,Easy
CB7-02234,What is 10 + 6?,15,18,16,17,C,10 + 6 = 16,Maths,Lines and Angles,Hard
CB7-02235,What is 33 + 39?,71,74,73,72,D,33 + 39 = 72,SST,Equality,Medium
CB7-02236,What is 16 + 18?,36,33,34,35,C,16 + 18 = 34,SST,Medieval India,Medium
CB7-02237,What is 24 + 35?,61,59,58,60,B,24 + 35 = 59,Maths,Rational Numbers,Medium
CB7-02238,What is 45 + 26?,73,72,71,70,C,45 + 26 = 71,English,Vocabulary,Hard
CB7-02239,What is 37 + 31?,70,69,68,67,C,37 + 31 = 68,English,Tenses,Hard
CB7-02240,What is 3 + 25?,30,29,27,28,D,3 + 25 = 28,Science,Respiration,Hard
CB7-02241,What is 35 + 22?,56,59,57,58,C,35 + 22 = 57,Maths,Rational Numbers,Medium
CB7-02242,What is 10 + 39?,50,48,49,51,C,10 + 39 = 49,English,Synonyms Antonyms,Medium
CB7-02243,What is 36 + 28?,64,63,65,66,A,36 + 28 = 64,Science,Fibre to Fabric,Easy
CB7-02244,What is 42 + 22?,63,64,66,65,B,42 + 22 = 64,SST,Inside our Earth,Medium
CB7-02245,What is 11 + 24?,34,36,37,35,D,11 + 24 = 35,SST,Inside our Earth,Easy
CB7-02246,What is 42 + 42?,83,86,85,84,D,42 + 42 = 84,Science,Weather Climate,Medium
CB7-02247,What is 3 + 41?,44,43,46,45,A,3 + 41 = 44,SST,State Government,Medium
CB7-02248,What is 22 + 5?,28,29,26,27,D,22 + 5 = 27,Maths,Perimeter and Area,Easy
CB7-02249,What is 23 + 18?,41,42,43,40,A,23 + 18 = 41,SST,Delhi Sultanate,Hard
CB7-02250,What is 5 + 3?,9,8,7,10,B,5 + 3 = 8,SST,Markets,Hard
CB7-02251,What is 41 + 35?,75,78,76,77,C,41 + 35 = 76,English,Comprehension,Easy
CB7-02252,What is 50 + 9?,61,59,60,58,B,50 + 9 = 59,SST,Media,Hard
CB7-02253,What is 30 + 3?,32,33,35,34,B,30 + 3 = 33,Maths,Perimeter and Area,Medium
CB7-02254,What is 15 + 31?,47,48,45,46,D,15 + 31 = 46,SST,Equality,Hard
CB7-02255,What is 30 + 45?,75,77,76,74,A,30 + 45 = 75,Science,Reproduction in Plants,Hard
CB7-02256,What is 48 + 8?,55,56,57,58,B,48 + 8 = 56,Maths,Lines and Angles,Medium
CB7-02257,What is 26 + 30?,55,58,56,57,C,26 + 30 = 56,Maths,Perimeter and Area,Hard
CB7-02258,What is 32 + 4?,36,38,37,35,A,32 + 4 = 36,SST,Equality,Easy
CB7-02259,What is 37 + 18?,54,57,55,56,C,37 + 18 = 55,Science,Heat,Medium
CB7-02260,What is 25 + 17?,42,44,41,43,A,25 + 17 = 42,Science,Light,Medium
CB7-02261,What is 21 + 40?,61,63,62,60,A,21 + 40 = 61,SST,Medieval India,Hard
CB7-02262,What is 16 + 23?,38,41,39,40,C,16 + 23 = 39,Science,Nutrition in Animals,Medium
CB7-02263,What is 24 + 18?,43,44,41,42,D,24 + 18 = 42,English,Sentence Correction,Easy
CB7-02264,What is 28 + 30?,58,57,59,60,A,28 + 30 = 58,SST,Media,Easy
CB7-02265,What is 50 + 1?,50,51,53,52,B,50 + 1 = 51,English,Synonyms Antonyms,Easy
CB7-02266,What is 15 + 5?,21,19,20,22,C,15 + 5 = 20,Maths,Fractions and Decimals,Easy
CB7-02267,What is 26 + 19?,44,45,46,47,B,26 + 19 = 45,SST,Inside our Earth,Easy
CB7-02268,What is 38 + 11?,49,51,48,50,A,38 + 11 = 49,SST,State Government,Easy
CB7-02269,What is 4 + 44?,50,49,47,48,D,4 + 44 = 48,English,Grammar,Medium
CB7-02270,What is 35 + 46?,80,82,81,83,C,35 + 46 = 81,SST,Mughal Empire,Hard
CB7-02271,What is 15 + 1?,16,17,18,15,A,15 + 1 = 16,English,Vocabulary,Easy
CB7-02272,What is 27 + 22?,50,49,48,51,B,27 + 22 = 49,English,Fill in the Blanks,Medium
CB7-02273,What is 15 + 44?,61,58,60,59,D,15 + 44 = 59,Science,Acids Bases and Salts,Hard
CB7-02274,What is 49 + 27?,75,76,78,77,B,49 + 27 = 76,English,Comprehension,Easy
CB7-02275,What is 8 + 1?,10,11,8,9,D,8 + 1 = 9,Science,Physical and Chemical Changes,Hard
CB7-02276,What is 5 + 47?,52,51,54,53,A,5 + 47 = 52,Science,Fibre to Fabric,Medium
CB7-02277,What is 12 + 20?,33,34,32,31,C,12 + 20 = 32,Science,Electric Current,Medium
CB7-02278,What is 22 + 48?,72,70,71,69,B,22 + 48 = 70,English,Tenses,Hard
CB7-02279,What is 35 + 36?,70,73,71,72,C,35 + 36 = 71,SST,Medieval India,Medium
CB7-02280,What is 31 + 47?,77,78,80,79,B,31 + 47 = 78,SST,Delhi Sultanate,Hard
CB7-02281,What is 32 + 17?,48,51,49,50,C,32 + 17 = 49,English,Parts of Speech,Easy
CB7-02282,What is 8 + 20?,27,30,29,28,D,8 + 20 = 28,English,Comprehension,Easy
CB7-02283,What is 7 + 48?,56,57,54,55,D,7 + 48 = 55,Science,Nutrition in Plants,Hard
CB7-02284,What is 44 + 39?,83,82,84,85,A,44 + 39 = 83,English,Fill in the Blanks,Easy
CB7-02285,What is 39 + 16?,56,57,54,55,D,39 + 16 = 55,SST,Markets,Easy
CB7-02286,What is 16 + 30?,45,48,47,46,D,16 + 30 = 46,Science,Fibre to Fabric,Hard
CB7-02287,What is 45 + 6?,51,50,53,52,A,45 + 6 = 51,Maths,Comparing Quantities,Medium
CB7-02288,What is 37 + 14?,52,53,50,51,D,37 + 14 = 51,SST,Medieval India,Hard
CB7-02289,What is 12 + 35?,47,49,46,48,A,12 + 35 = 47,English,Fill in the Blanks,Medium
CB7-02290,What is 20 + 18?,37,40,39,38,D,20 + 18 = 38,Maths,Fractions and Decimals,Easy
CB7-02291,What is 31 + 18?,51,48,49,50,C,31 + 18 = 49,Maths,Integers,Easy
CB7-02292,What is 13 + 30?,45,43,44,42,B,13 + 30 = 43,SST,Delhi Sultanate,Easy
CB7-02293,What is 42 + 36?,79,78,77,80,B,42 + 36 = 78,English,Synonyms Antonyms,Medium
CB7-02294,What is 42 + 1?,45,42,44,43,D,42 + 1 = 43,Maths,Comparing Quantities,Medium
CB7-02295,What is 32 + 44?,77,75,78,76,D,32 + 44 = 76,SST,Mughal Empire,Easy
CB7-02296,What is 22 + 3?,25,24,26,27,A,22 + 3 = 25,Maths,Fractions and Decimals,Medium
CB7-02297,What is 8 + 32?,42,39,40,41,C,8 + 32 = 40,Maths,Triangle and Properties,Hard
CB7-02298,What is 49 + 47?,98,95,97,96,D,49 + 47 = 96,English,Synonyms Antonyms,Hard
CB7-02299,What is 38 + 33?,72,73,71,70,C,38 + 33 = 71,Science,Physical and Chemical Changes,Hard
CB7-02300,What is 43 + 49?,93,92,91,94,B,43 + 49 = 92,SST,Medieval India,Hard
CB7-02301,What is 11 + 48?,61,59,60,58,B,11 + 48 = 59,Maths,Simple Equations,Easy
CB7-02302,What is 17 + 36?,55,53,52,54,B,17 + 36 = 53,SST,Equality,Easy
CB7-02303,What is 37 + 5?,41,44,43,42,D,37 + 5 = 42,Science,Motion and Time,Medium
CB7-02304,What is 15 + 50?,64,65,66,67,B,15 + 50 = 65,Science,Transportation in Plants and Animals,Hard
CB7-02305,What is 38 + 2?,40,41,39,42,A,38 + 2 = 40,Maths,Comparing Quantities,Easy
CB7-02306,What is 7 + 46?,53,52,54,55,A,7 + 46 = 53,Maths,Integers,Easy
CB7-02307,What is 29 + 23?,54,52,51,53,B,29 + 23 = 52,SST,Markets,Hard
CB7-02308,What is 14 + 37?,52,53,51,50,C,14 + 37 = 51,SST,Inside our Earth,Medium
CB7-02309,What is 41 + 14?,56,57,54,55,D,41 + 14 = 55,English,Tenses,Easy
CB7-02310,What is 42 + 36?,78,80,77,79,A,42 + 36 = 78,SST,Media,Easy
CB7-02311,What is 8 + 37?,47,44,46,45,D,8 + 37 = 45,Maths,Algebra,Medium
CB7-02312,What is 7 + 45?,52,53,54,51,A,7 + 45 = 52,Science,Transportation in Plants and Animals,Hard
CB7-02313,What is 42 + 16?,60,57,58,59,C,42 + 16 = 58,SST,Inside our Earth,Medium
CB7-02314,What is 11 + 21?,31,32,34,33,B,11 + 21 = 32,English,Parts of Speech,Hard
CB7-02315,What is 9 + 15?,24,23,26,25,A,9 + 15 = 24,Maths,Perimeter and Area,Hard
CB7-02316,What is 15 + 14?,28,29,30,31,B,15 + 14 = 29,Science,Motion and Time,Easy
CB7-02317,What is 13 + 18?,33,30,32,31,D,13 + 18 = 31,Maths,Lines and Angles,Hard
CB7-02318,What is 45 + 26?,73,70,72,71,D,45 + 26 = 71,SST,Air and Water,Easy
CB7-02319,What is 46 + 1?,49,47,46,48,B,46 + 1 = 47,Maths,Data Handling,Easy
CB7-02320,What is 44 + 49?,93,92,95,94,A,44 + 49 = 93,English,Grammar,Easy
CB7-02321,What is 19 + 38?,58,59,56,57,D,19 + 38 = 57,Science,Nutrition in Animals,Medium
CB7-02322,What is 1 + 21?,23,21,22,24,C,1 + 21 = 22,SST,State Government,Medium
CB7-02323,What is 12 + 49?,60,63,62,61,D,12 + 49 = 61,Science,Physical and Chemical Changes,Easy
CB7-02324,What is 28 + 44?,73,71,72,74,C,28 + 44 = 72,English,Parts of Speech,Hard
CB7-02325,What is 11 + 17?,28,29,27,30,A,11 + 17 = 28,English,Parts of Speech,Medium
CB7-02326,What is 3 + 49?,54,52,53,51,B,3 + 49 = 52,English,Grammar,Hard
CB7-02327,What is 49 + 11?,62,60,61,59,B,49 + 11 = 60,SST,Medieval India,Medium
CB7-02328,What is 50 + 27?,76,78,77,79,C,50 + 27 = 77,Science,Transportation in Plants and Animals,Easy
CB7-02329,What is 34 + 5?,41,38,39,40,C,34 + 5 = 39,SST,State Government,Hard
CB7-02330,What is 2 + 5?,7,6,8,9,A,2 + 5 = 7,English,Fill in the Blanks,Hard
CB7-02331,What is 6 + 30?,38,37,35,36,D,6 + 30 = 36,English,Fill in the Blanks,Easy
CB7-02332,What is 19 + 17?,37,35,38,36,D,19 + 17 = 36,SST,Delhi Sultanate,Hard
CB7-02333,What is 49 + 15?,64,65,63,66,A,49 + 15 = 64,Maths,Fractions and Decimals,Hard
CB7-02334,What is 38 + 20?,58,57,60,59,A,38 + 20 = 58,SST,Delhi Sultanate,Easy
CB7-02335,What is 9 + 29?,37,38,39,40,B,9 + 29 = 38,English,Parts of Speech,Medium
CB7-02336,What is 16 + 24?,40,41,39,42,A,16 + 24 = 40,Maths,Perimeter and Area,Medium
CB7-02337,What is 28 + 3?,31,32,33,30,A,28 + 3 = 31,Maths,Simple Equations,Medium
CB7-02338,What is 27 + 37?,64,66,63,65,A,27 + 37 = 64,Maths,Rational Numbers,Medium
CB7-02339,What is 6 + 8?,13,14,15,16,B,6 + 8 = 14,Maths,Data Handling,Easy
CB7-02340,What is 47 + 4?,52,50,53,51,D,47 + 4 = 51,Maths,Simple Equations,Easy
CB7-02341,What is 44 + 46?,89,90,91,92,B,44 + 46 = 90,Science,Weather Climate,Medium
CB7-02342,What is 41 + 1?,42,41,44,43,A,41 + 1 = 42,Maths,Comparing Quantities,Easy
CB7-02343,What is 32 + 24?,55,57,56,58,C,32 + 24 = 56,Maths,Rational Numbers,Easy
CB7-02344,What is 27 + 40?,66,68,69,67,D,27 + 40 = 67,English,Grammar,Medium
CB7-02345,What is 8 + 12?,19,20,22,21,B,8 + 12 = 20,Maths,Fractions and Decimals,Easy
CB7-02346,What is 38 + 47?,85,87,84,86,A,38 + 47 = 85,English,Sentence Correction,Medium
CB7-02347,What is 11 + 40?,53,52,51,50,C,11 + 40 = 51,SST,Markets,Hard
CB7-02348,What is 35 + 9?,46,45,44,43,C,35 + 9 = 44,Science,Physical and Chemical Changes,Medium
CB7-02349,What is 46 + 50?,98,97,95,96,D,46 + 50 = 96,SST,State Government,Easy
CB7-02350,What is 26 + 31?,58,57,56,59,B,26 + 31 = 57,Maths,Rational Numbers,Medium
CB7-02351,What is 48 + 38?,85,86,88,87,B,48 + 38 = 86,Science,Respiration,Hard
CB7-02352,What is 19 + 16?,37,35,36,34,B,19 + 16 = 35,Maths,Integers,Medium
CB7-02353,What is 26 + 4?,29,30,31,32,B,26 + 4 = 30,Maths,Comparing Quantities,Hard
CB7-02354,What is 3 + 28?,31,33,30,32,A,3 + 28 = 31,English,Comprehension,Easy
CB7-02355,What is 33 + 36?,71,69,70,68,B,33 + 36 = 69,Maths,Triangle and Properties,Easy
CB7-02356,What is 16 + 26?,41,42,44,43,B,16 + 26 = 42,Science,Heat,Hard
CB7-02357,What is 25 + 20?,46,47,44,45,D,25 + 20 = 45,Science,Motion and Time,Easy
CB7-02358,What is 39 + 24?,63,64,62,65,A,39 + 24 = 63,SST,Medieval India,Hard
CB7-02359,What is 2 + 9?,11,12,10,13,A,2 + 9 = 11,SST,Medieval India,Easy
CB7-02360,What is 7 + 47?,54,55,53,56,A,7 + 47 = 54,Maths,Triangle and Properties,Hard
CB7-02361,What is 24 + 1?,26,27,25,24,C,24 + 1 = 25,Maths,Fractions and Decimals,Easy
CB7-02362,What is 19 + 37?,55,56,57,58,B,19 + 37 = 56,Maths,Integers,Hard
CB7-02363,What is 11 + 36?,49,48,46,47,D,11 + 36 = 47,English,Tenses,Medium
CB7-02364,What is 2 + 39?,40,43,42,41,D,2 + 39 = 41,Maths,Integers,Easy
CB7-02365,What is 9 + 7?,18,17,16,15,C,9 + 7 = 16,English,Comprehension,Medium
CB7-02366,What is 5 + 46?,50,53,52,51,D,5 + 46 = 51,Science,Physical and Chemical Changes,Medium
CB7-02367,What is 13 + 37?,49,52,51,50,D,13 + 37 = 50,Maths,Data Handling,Hard
CB7-02368,What is 13 + 33?,47,45,46,48,C,13 + 33 = 46,SST,Equality,Hard
CB7-02369,What is 42 + 1?,43,45,42,44,A,42 + 1 = 43,Maths,Integers,Easy
CB7-02370,What is 33 + 5?,38,39,37,40,A,33 + 5 = 38,Maths,Rational Numbers,Medium
CB7-02371,What is 5 + 39?,46,43,45,44,D,5 + 39 = 44,Maths,Fractions and Decimals,Medium
CB7-02372,What is 33 + 2?,36,35,34,37,B,33 + 2 = 35,Maths,Rational Numbers,Hard
CB7-02373,What is 31 + 2?,33,32,35,34,A,31 + 2 = 33,Maths,Fractions and Decimals,Easy
CB7-02374,What is 28 + 30?,60,59,58,57,C,28 + 30 = 58,Maths,Algebra,Hard
CB7-02375,What is 29 + 21?,52,49,50,51,C,29 + 21 = 50,SST,State Government,Hard
CB7-02376,What is 44 + 18?,62,64,63,61,A,44 + 18 = 62,Science,Electric Current,Medium
CB7-02377,What is 50 + 3?,55,54,52,53,D,50 + 3 = 53,English,Fill in the Blanks,Easy
CB7-02378,What is 34 + 22?,57,55,56,58,C,34 + 22 = 56,Science,Transportation in Plants and Animals,Easy
CB7-02379,What is 24 + 12?,37,35,38,36,D,24 + 12 = 36,Science,Reproduction in Plants,Medium
CB7-02380,What is 11 + 20?,30,32,31,33,C,11 + 20 = 31,English,Fill in the Blanks,Hard
CB7-02381,What is 27 + 27?,53,56,54,55,C,27 + 27 = 54,SST,Medieval India,Medium
CB7-02382,What is 40 + 49?,89,90,91,88,A,40 + 49 = 89,Maths,Lines and Angles,Hard
CB7-02383,What is 34 + 22?,55,58,56,57,C,34 + 22 = 56,SST,Inside our Earth,Easy
CB7-02384,What is 40 + 3?,42,43,44,45,B,40 + 3 = 43,Science,Motion and Time,Hard
CB7-02385,What is 29 + 6?,35,34,37,36,A,29 + 6 = 35,Science,Weather Climate,Hard
CB7-02386,What is 23 + 41?,64,63,65,66,A,23 + 41 = 64,Maths,Rational Numbers,Hard
CB7-02387,What is 47 + 4?,52,50,53,51,D,47 + 4 = 51,English,Fill in the Blanks,Medium
CB7-02388,What is 21 + 39?,60,59,61,62,A,21 + 39 = 60,Science,Fibre to Fabric,Hard
CB7-02389,What is 1 + 25?,26,28,27,25,A,1 + 25 = 26,SST,Inside our Earth,Medium
CB7-02390,What is 27 + 27?,56,55,54,53,C,27 + 27 = 54,Maths,Perimeter and Area,Easy
CB7-02391,What is 28 + 12?,41,42,40,39,C,28 + 12 = 40,English,Tenses,Easy
CB7-02392,What is 45 + 48?,93,95,92,94,A,45 + 48 = 93,English,Comprehension,Medium
CB7-02393,What is 35 + 47?,81,83,82,84,C,35 + 47 = 82,English,Fill in the Blanks,Hard
CB7-02394,What is 3 + 13?,15,16,17,18,B,3 + 13 = 16,SST,Equality,Hard
CB7-02395,What is 8 + 8?,18,15,17,16,D,8 + 8 = 16,SST,Air and Water,Easy
CB7-02396,What is 25 + 18?,42,44,43,45,C,25 + 18 = 43,Maths,Algebra,Easy
CB7-02397,What is 49 + 22?,70,73,72,71,D,49 + 22 = 71,Maths,Algebra,Easy
CB7-02398,What is 17 + 33?,52,49,50,51,C,17 + 33 = 50,Science,Nutrition in Animals,Medium
CB7-02399,What is 35 + 17?,51,53,54,52,D,35 + 17 = 52,Maths,Perimeter and Area,Hard
CB7-02400,What is 21 + 13?,33,35,34,36,C,21 + 13 = 34,Science,Acids Bases and Salts,Hard
CB7-02401,What is 38 + 2?,42,39,41,40,D,38 + 2 = 40,English,Synonyms Antonyms,Hard
CB7-02402,What is 20 + 4?,24,25,23,26,A,20 + 4 = 24,Science,Nutrition in Animals,Medium
CB7-02403,What is 30 + 13?,42,44,45,43,D,30 + 13 = 43,Maths,Algebra,Medium
CB7-02404,What is 6 + 14?,19,21,20,22,C,6 + 14 = 20,SST,Inside our Earth,Hard
CB7-02405,What is 1 + 47?,49,48,50,47,B,1 + 47 = 48,SST,Medieval India,Hard
CB7-02406,What is 19 + 18?,38,39,36,37,D,19 + 18 = 37,SST,Equality,Easy
CB7-02407,What is 7 + 21?,28,27,29,30,A,7 + 21 = 28,Science,Heat,Easy
CB7-02408,What is 18 + 37?,55,56,54,57,A,18 + 37 = 55,English,Grammar,Medium
CB7-02409,What is 16 + 31?,46,49,47,48,C,16 + 31 = 47,SST,Equality,Medium
CB7-02410,What is 23 + 28?,50,51,52,53,B,23 + 28 = 51,Maths,Algebra,Easy
CB7-02411,What is 32 + 2?,33,36,35,34,D,32 + 2 = 34,Science,Fibre to Fabric,Hard
CB7-02412,What is 11 + 5?,17,18,15,16,D,11 + 5 = 16,English,Fill in the Blanks,Easy
CB7-02413,What is 21 + 17?,38,37,40,39,A,21 + 17 = 38,Maths,Data Handling,Medium
CB7-02414,What is 8 + 18?,26,27,25,28,A,8 + 18 = 26,SST,Equality,Medium
CB7-02415,What is 36 + 28?,66,64,63,65,B,36 + 28 = 64,Maths,Fractions and Decimals,Easy
CB7-02416,What is 22 + 1?,24,23,22,25,B,22 + 1 = 23,Maths,Comparing Quantities,Medium
CB7-02417,What is 47 + 32?,79,80,78,81,A,47 + 32 = 79,Maths,Data Handling,Easy
CB7-02418,What is 26 + 11?,38,37,39,36,B,26 + 11 = 37,Science,Respiration,Hard
CB7-02419,What is 3 + 11?,16,14,15,13,B,3 + 11 = 14,Science,Transportation in Plants and Animals,Hard
